study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	tax_id	scientific_name	instrument_model	library_layout	fastq_ftp	fastq_galaxy	submitted_ftp	submitted_galaxy	sra_ftp	sra_galaxy	cram_index_ftp	cram_index_galaxy
PRJEB21504	SAMEA104139313	ERS1798331	ERX2074653	ERR2015071	9606	Homo sapiens	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/001/ERR2015071/ERR2015071_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/001/ERR2015071/ERR2015071_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/001/ERR2015071/ERR2015071_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/001/ERR2015071/ERR2015071_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA964/ERA964981/fastq/SC25_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA964/ERA964981/fastq/SC25_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA964/ERA964981/fastq/SC25_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA964/ERA964981/fastq/SC25_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR201/001/ERR2015071	ftp.sra.ebi.ac.uk/vol1/err/ERR201/001/ERR2015071		
PRJEB21504	SAMEA104139314	ERS1798332	ERX2074654	ERR2015072	9606	Homo sapiens	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/002/ERR2015072/ERR2015072_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/002/ERR2015072/ERR2015072_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/002/ERR2015072/ERR2015072_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/002/ERR2015072/ERR2015072_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA964/ERA964981/fastq/SC26_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA964/ERA964981/fastq/SC26_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA964/ERA964981/fastq/SC26_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA964/ERA964981/fastq/SC26_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR201/002/ERR2015072	ftp.sra.ebi.ac.uk/vol1/err/ERR201/002/ERR2015072		
PRJEB21504	SAMEA104139315	ERS1798333	ERX2074655	ERR2015073	9606	Homo sapiens	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/003/ERR2015073/ERR2015073_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/003/ERR2015073/ERR2015073_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/003/ERR2015073/ERR2015073_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/003/ERR2015073/ERR2015073_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA964/ERA964981/fastq/SC27_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA964/ERA964981/fastq/SC27_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA964/ERA964981/fastq/SC27_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA964/ERA964981/fastq/SC27_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR201/003/ERR2015073	ftp.sra.ebi.ac.uk/vol1/err/ERR201/003/ERR2015073		
PRJEB21504	SAMEA104139316	ERS1798334	ERX2074656	ERR2015074	9606	Homo sapiens	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/004/ERR2015074/ERR2015074_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/004/ERR2015074/ERR2015074_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/004/ERR2015074/ERR2015074_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/004/ERR2015074/ERR2015074_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA964/ERA964981/fastq/SC28_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA964/ERA964981/fastq/SC28_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA964/ERA964981/fastq/SC28_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA964/ERA964981/fastq/SC28_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR201/004/ERR2015074	ftp.sra.ebi.ac.uk/vol1/err/ERR201/004/ERR2015074		
PRJEB21504	SAMEA104139317	ERS1798335	ERX2074657	ERR2015075	9606	Homo sapiens	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/005/ERR2015075/ERR2015075_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/005/ERR2015075/ERR2015075_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/005/ERR2015075/ERR2015075_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/005/ERR2015075/ERR2015075_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA964/ERA964981/fastq/SC29_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA964/ERA964981/fastq/SC29_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA964/ERA964981/fastq/SC29_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA964/ERA964981/fastq/SC29_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR201/005/ERR2015075	ftp.sra.ebi.ac.uk/vol1/err/ERR201/005/ERR2015075		
PRJEB21504	SAMEA104139318	ERS1798336	ERX2074658	ERR2015076	9606	Homo sapiens	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/006/ERR2015076/ERR2015076_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/006/ERR2015076/ERR2015076_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/006/ERR2015076/ERR2015076_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/006/ERR2015076/ERR2015076_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA964/ERA964981/fastq/SC30_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA964/ERA964981/fastq/SC30_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA964/ERA964981/fastq/SC30_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA964/ERA964981/fastq/SC30_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR201/006/ERR2015076	ftp.sra.ebi.ac.uk/vol1/err/ERR201/006/ERR2015076		
PRJEB21504	SAMEA104139319	ERS1798337	ERX2074659	ERR2015077	9606	Homo sapiens	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/007/ERR2015077/ERR2015077_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/007/ERR2015077/ERR2015077_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/007/ERR2015077/ERR2015077_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/007/ERR2015077/ERR2015077_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA964/ERA964981/fastq/SC31_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA964/ERA964981/fastq/SC31_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA964/ERA964981/fastq/SC31_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA964/ERA964981/fastq/SC31_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR201/007/ERR2015077	ftp.sra.ebi.ac.uk/vol1/err/ERR201/007/ERR2015077		
PRJEB21504	SAMEA104139320	ERS1798338	ERX2074660	ERR2015078	9606	Homo sapiens	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/008/ERR2015078/ERR2015078_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/008/ERR2015078/ERR2015078_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/008/ERR2015078/ERR2015078_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/008/ERR2015078/ERR2015078_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA964/ERA964981/fastq/SC32_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA964/ERA964981/fastq/SC32_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA964/ERA964981/fastq/SC32_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA964/ERA964981/fastq/SC32_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR201/008/ERR2015078	ftp.sra.ebi.ac.uk/vol1/err/ERR201/008/ERR2015078		
PRJEB21504	SAMEA104139321	ERS1798339	ERX2074661	ERR2015079	9606	Homo sapiens	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/009/ERR2015079/ERR2015079_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/009/ERR2015079/ERR2015079_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/009/ERR2015079/ERR2015079_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/009/ERR2015079/ERR2015079_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA964/ERA964981/fastq/SC33_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA964/ERA964981/fastq/SC33_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA964/ERA964981/fastq/SC33_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA964/ERA964981/fastq/SC33_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR201/009/ERR2015079	ftp.sra.ebi.ac.uk/vol1/err/ERR201/009/ERR2015079		
PRJEB21504	SAMEA104139322	ERS1798340	ERX2074662	ERR2015080	9606	Homo sapiens	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/000/ERR2015080/ERR2015080_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/000/ERR2015080/ERR2015080_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/000/ERR2015080/ERR2015080_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/000/ERR2015080/ERR2015080_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA964/ERA964981/fastq/SC34_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA964/ERA964981/fastq/SC34_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA964/ERA964981/fastq/SC34_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA964/ERA964981/fastq/SC34_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR201/000/ERR2015080	ftp.sra.ebi.ac.uk/vol1/err/ERR201/000/ERR2015080		
PRJEB21504	SAMEA104139323	ERS1798341	ERX2074663	ERR2015081	9606	Homo sapiens	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/001/ERR2015081/ERR2015081_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/001/ERR2015081/ERR2015081_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/001/ERR2015081/ERR2015081_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/001/ERR2015081/ERR2015081_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA964/ERA964981/fastq/SC35_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA964/ERA964981/fastq/SC35_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA964/ERA964981/fastq/SC35_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA964/ERA964981/fastq/SC35_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR201/001/ERR2015081	ftp.sra.ebi.ac.uk/vol1/err/ERR201/001/ERR2015081		
PRJEB21504	SAMEA104139324	ERS1798342	ERX2074664	ERR2015082	9606	Homo sapiens	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/002/ERR2015082/ERR2015082_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/002/ERR2015082/ERR2015082_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/002/ERR2015082/ERR2015082_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/002/ERR2015082/ERR2015082_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA964/ERA964981/fastq/SC36_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA964/ERA964981/fastq/SC36_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA964/ERA964981/fastq/SC36_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA964/ERA964981/fastq/SC36_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR201/002/ERR2015082	ftp.sra.ebi.ac.uk/vol1/err/ERR201/002/ERR2015082		
PRJEB21504	SAMEA104139325	ERS1798343	ERX2074665	ERR2015083	9606	Homo sapiens	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/003/ERR2015083/ERR2015083_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/003/ERR2015083/ERR2015083_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/003/ERR2015083/ERR2015083_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/003/ERR2015083/ERR2015083_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA964/ERA964981/fastq/SC37_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA964/ERA964981/fastq/SC37_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA964/ERA964981/fastq/SC37_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA964/ERA964981/fastq/SC37_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR201/003/ERR2015083	ftp.sra.ebi.ac.uk/vol1/err/ERR201/003/ERR2015083		
PRJEB21504	SAMEA104139326	ERS1798344	ERX2074666	ERR2015084	9606	Homo sapiens	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/004/ERR2015084/ERR2015084_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/004/ERR2015084/ERR2015084_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/004/ERR2015084/ERR2015084_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/004/ERR2015084/ERR2015084_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA964/ERA964981/fastq/SC38_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA964/ERA964981/fastq/SC38_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA964/ERA964981/fastq/SC38_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA964/ERA964981/fastq/SC38_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR201/004/ERR2015084	ftp.sra.ebi.ac.uk/vol1/err/ERR201/004/ERR2015084		
PRJEB21504	SAMEA104139327	ERS1798345	ERX2074667	ERR2015085	9606	Homo sapiens	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/005/ERR2015085/ERR2015085_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/005/ERR2015085/ERR2015085_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/005/ERR2015085/ERR2015085_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/005/ERR2015085/ERR2015085_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA964/ERA964981/fastq/SC39_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA964/ERA964981/fastq/SC39_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA964/ERA964981/fastq/SC39_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA964/ERA964981/fastq/SC39_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR201/005/ERR2015085	ftp.sra.ebi.ac.uk/vol1/err/ERR201/005/ERR2015085		
PRJEB21504	SAMEA104139328	ERS1798346	ERX2074668	ERR2015086	9606	Homo sapiens	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/006/ERR2015086/ERR2015086_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/006/ERR2015086/ERR2015086_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/006/ERR2015086/ERR2015086_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/006/ERR2015086/ERR2015086_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA964/ERA964981/fastq/SC40_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA964/ERA964981/fastq/SC40_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA964/ERA964981/fastq/SC40_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA964/ERA964981/fastq/SC40_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR201/006/ERR2015086	ftp.sra.ebi.ac.uk/vol1/err/ERR201/006/ERR2015086		
PRJEB21504	SAMEA104176052	ERS1835070	ERX2145624	ERR2088830	9606	Homo sapiens	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/000/ERR2088830/ERR2088830_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/000/ERR2088830/ERR2088830_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/000/ERR2088830/ERR2088830_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/000/ERR2088830/ERR2088830_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983997/fastq/DC01_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983997/fastq/DC01_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983997/fastq/DC01_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983997/fastq/DC01_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR208/000/ERR2088830	ftp.sra.ebi.ac.uk/vol1/err/ERR208/000/ERR2088830		
PRJEB21504	SAMEA104176053	ERS1835071	ERX2145625	ERR2088831	9606	Homo sapiens	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/001/ERR2088831/ERR2088831_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/001/ERR2088831/ERR2088831_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/001/ERR2088831/ERR2088831_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/001/ERR2088831/ERR2088831_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983997/fastq/DC02_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983997/fastq/DC02_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983997/fastq/DC02_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983997/fastq/DC02_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR208/001/ERR2088831	ftp.sra.ebi.ac.uk/vol1/err/ERR208/001/ERR2088831		
PRJEB21504	SAMEA104176054	ERS1835072	ERX2145626	ERR2088832	9606	Homo sapiens	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/002/ERR2088832/ERR2088832_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/002/ERR2088832/ERR2088832_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/002/ERR2088832/ERR2088832_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/002/ERR2088832/ERR2088832_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983997/fastq/DC03_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983997/fastq/DC03_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983997/fastq/DC03_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983997/fastq/DC03_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR208/002/ERR2088832	ftp.sra.ebi.ac.uk/vol1/err/ERR208/002/ERR2088832		
PRJEB21504	SAMEA104176055	ERS1835073	ERX2145627	ERR2088833	9606	Homo sapiens	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/003/ERR2088833/ERR2088833_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/003/ERR2088833/ERR2088833_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/003/ERR2088833/ERR2088833_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/003/ERR2088833/ERR2088833_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983997/fastq/DC04_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983997/fastq/DC04_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983997/fastq/DC04_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983997/fastq/DC04_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR208/003/ERR2088833	ftp.sra.ebi.ac.uk/vol1/err/ERR208/003/ERR2088833		
PRJEB21504	SAMEA104176056	ERS1835074	ERX2145628	ERR2088834	9606	Homo sapiens	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/004/ERR2088834/ERR2088834_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/004/ERR2088834/ERR2088834_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/004/ERR2088834/ERR2088834_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/004/ERR2088834/ERR2088834_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983997/fastq/DC05_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983997/fastq/DC05_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983997/fastq/DC05_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983997/fastq/DC05_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR208/004/ERR2088834	ftp.sra.ebi.ac.uk/vol1/err/ERR208/004/ERR2088834		
PRJEB21504	SAMEA104176057	ERS1835075	ERX2145629	ERR2088835	9606	Homo sapiens	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/005/ERR2088835/ERR2088835_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/005/ERR2088835/ERR2088835_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/005/ERR2088835/ERR2088835_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/005/ERR2088835/ERR2088835_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983997/fastq/DC06_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983997/fastq/DC06_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983997/fastq/DC06_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983997/fastq/DC06_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR208/005/ERR2088835	ftp.sra.ebi.ac.uk/vol1/err/ERR208/005/ERR2088835		
PRJEB21504	SAMEA104176058	ERS1835076	ERX2145630	ERR2088836	9606	Homo sapiens	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/006/ERR2088836/ERR2088836_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/006/ERR2088836/ERR2088836_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/006/ERR2088836/ERR2088836_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/006/ERR2088836/ERR2088836_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983997/fastq/DC07_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983997/fastq/DC07_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983997/fastq/DC07_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983997/fastq/DC07_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR208/006/ERR2088836	ftp.sra.ebi.ac.uk/vol1/err/ERR208/006/ERR2088836		
PRJEB21504	SAMEA104176059	ERS1835077	ERX2145631	ERR2088837	9606	Homo sapiens	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/007/ERR2088837/ERR2088837_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/007/ERR2088837/ERR2088837_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/007/ERR2088837/ERR2088837_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/007/ERR2088837/ERR2088837_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983997/fastq/DC08_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983997/fastq/DC08_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983997/fastq/DC08_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983997/fastq/DC08_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR208/007/ERR2088837	ftp.sra.ebi.ac.uk/vol1/err/ERR208/007/ERR2088837		
